排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
454,-84,马秀慧,Ma Xiuhui,53,,,先生,https://res.hurun.net/photo/000193_Ma_Xiuhui.jpg,欧普照明,Opple,上海闵行,Shanghai,节能灯,Energy saving light,家族,115.0,-26%,1620.0,2024
454,-129,齐向东,Qi Xiangdong,59,,,先生,https://res.hurun.net/default/icon_men.jpg,奇安信,Qi An Xin,北京,Beijing,网络安全,Cyber Security,未知,115.0,-32%,1620.0,2024
454,17,邱文生,Qiu Wensheng,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,华勤技术,Huaqin,上海浦东,Shanghai,消费电子,Consumer electronics,未知,115.0,-8%,1620.0,2024
454,111,任道德,Ren Daode,64,,,先生,https://res.hurun.net/default/icon_men.jpg,泰康,Taikang,北京,Beijing,保险,Insurance,未知,115.0,10%,1620.0,2024
454,-66,吴映明,Wu Yingming,57,,,先生,https://res.hurun.net/default/icon_men.jpg,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,未知,115.0,-21%,1620.0,2024
454,1,俞熔,Yu Rong,53,,,先生,https://res.hurun.net/photo/000256_Yu_Rong.jpg,美年健康,Health 100,上海静安,Shanghai,医疗服务,Medical service,未知,115.0,-12%,1620.0,2024
454,-152,袁江涛,Yuan Jiangtao,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,未知,115.0,-36%,1620.0,2024
471,-65,曾万辉,Zeng Wanhui,56,中国-湖南,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,景嘉微,Jingjia Mirco,湖南长沙,Hunan,电子器件制造,Manufacturing,夫妇,110.0,-21%,1550.0,2024
471,65,何著胜,He Zhusheng,77,中国-辽宁,China-Liaoning,先生,https://res.hurun.net/default/icon_men.jpg,后英,Houying,辽宁鞍山,Liaoning,耐火材料、钢铁、矿业,"Refractories, Steel, Mining",家族,110.0,0%,1550.0,2024
471,-83,贺正刚,He Zhenggang,70,,,先生,https://res.hurun.net/default/icon_men.jpg,和邦股份,Hebang,四川乐山,Sichuan,矿产、化工,"Mining, chemicals",未知,110.0,-24%,1550.0,2024
471,-65,胡兴荣,Hu Xingrong,43,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,多弗,Doof,北京,Beijing,贸易、房地产,"Trade, Real Estate",未知,110.0,-21%,1550.0,2024
471,-191,李力,Li Li,59,中国-湖南-长沙,China-Hunan-Changsha,先生,https://res.hurun.net/default/icon_men.jpg,爱尔眼科,Aier Ophthalmology,湖南长沙,Hunan,医疗服务,Medical services ,未知,110.0,-42%,1550.0,2024
471,-16,李明,Li Ming,56,中国-甘肃-陇南,China -Gansu - Minnan,先生,https://res.hurun.net/default/icon_men.jpg,亚特,Yate,甘肃陇南,Gansu,投资、有色金属,"Investments, Non-ferrous Metals",夫妇,110.0,-15%,1550.0,2024
471,65,刘洪林,Liu Honglin,73,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.net/default/icon_men.jpg,三木,Sanmu ,江苏无锡,Jiangsu,化工、铜加工、电线电缆,"Chemicals, copper, cable ",未知,110.0,0%,1550.0,2024
471,21,梅志明,Mei Zhiming,52,,,先生,https://res.hurun.net/default/icon_men.jpg,普洛斯,GLP,上海浦东,Shanghai,物流地产、投资,"Real Estate, Investments",未知,110.0,-8%,1550.0,2024
471,94,汪顾亦珍,Chee Chen Tung,107,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,德昌电机,Johnson Electric,香港,Hong Kong,工业产品,Industrial Products,家族,110.0,5%,1550.0,2024
471,-65,王剑峰,Wang Jianfeng,54,,,先生,https://res.hurun.net/default/icon_men.jpg,均胜投资,Joyson,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,家族,110.0,-21%,1550.0,2024
471,0,王文默,Wang Wenmo,68,中国-福建,China-Fujian,先生,https://res.hurun.net/default/icon_men.jpg,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,110.0,-12%,1550.0,2024
471,114,吴尚志,Wu Shangzhi,74,中国-北京,China-Beijing,先生,https://res.hurun.net/default/icon_men.jpg,鼎晖,CDH,北京,Beijing,投资,Investments,未知,110.0,10%,1550.0,2024
471,94,项光明,Xiang Guangming,61,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,伟明环保,Weiming Environment Protection,浙江温州,Zhejiang,垃圾发电,garbage power,夫妇,110.0,5%,1550.0,2024
471,94,许晨晔,Xu Chenye,53,,,先生,https://res.hurun.net/default/icon_men.jpg,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,未知,110.0,5%,1550.0,2024
471,-16,许英灼,Xu Yingzhuo,59,中国-广东-潮州,China-Guangdong-Chaozhou,先生,https://res.hurun.net/default/icon_men.jpg,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,未知,110.0,-15%,1550.0,2024
471,21,严健军,Yan Jianjun,59,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.net/default/icon_men.jpg,致达,Zenitek,上海静安,Shanghai,信息、金融、投资,"Information, Investments",未知,110.0,-8%,1550.0,2024
471,0,姚奎章,Yao Kuizhang,59,,,先生,https://res.hurun.net/default/icon_men.jpg,养元饮品,Yangyuan ZhiHui,河北衡水,Hebei,饮料,Food & Beverage,未知,110.0,-12%,1550.0,2024
471,21,郁国祥,Yu Guoxiang,54,,,先生,https://res.hurun.net/default/icon_men.jpg,乐游科技,Leyou,上海,Shanghai,投资,Investments,未知,110.0,-8%,1550.0,2024
